cluster,cluster_name,opening,reviewText,star_rating,helpfulness_votes,word_count,domain
3,Direct Evaluation,"Like so many other fans, I've waited a grand total","Like so many other fans, I've waited a grand total of 5 and a half years to read this book.

While there are many theories as to why it took Martin this long to pump out this sequel, the fact of the matter is that this book weighs in at over 1000 pages, exceeding even the massive A Storm of Swords. This many pages dedicated to A Song of Ice and Fire should be a boon to any hardcore fan of the books, in theory. But did it deliver?

I've got a somewhat simple rule when it comes to novels... the longer it is, the better I expect the book to be. In a world where an author demands this much of my time, their story had best be worth it, because there are always other books worth reading out there. The first four books, in my opinion, were all well worth the time. Did this one follow suit?

The good news:

+ Martin still meets his high standards for level of detail, and his world breathes as strongly as it ever did. In retrospect, I wish I would have brushed up on the happenings of the first four books again before tackling this one. 6 years is a long time to have to remember every nuanced character and noble family crest and lineage, and who fathered what bastard, etc. But it's all well worth it. More backstory on many, many characters, and we even get more slices of history, such as parts involving Robert's Rebellion (Honestly, if Martin had the time and inclination, I'd love to see a novel on this part of Westeros history).

+ If your favorite character was missing from A Feast for Crows, they got center stage here. Tyrion is a personal favorite of mine, and he helped carry this book for me, even if his character arc in this particular novel was well below the standards for Storm of Swords (Though to be honest, that is a hard act to follow). Daenarys also plays a major role (Well, the title sort of makes that obvious, I suppose).

The bad news:

- The POV character selection in this book is, by and large, about as organized as a ten year old's closet. As Martin himself states in the foreword (I only mention this to make it obvious I'm not spoiling much, if anything), some characters from Crows do pop up later in the novel. And they do. But each of them only gets one or two chapters, where not too much actually happens. Honestly, I'd have much preferred if he had left these snippets out and simply added them to the next book, rather than giving us tiny updates on characters that don't even really address anything that happened from Crows, with one exception. But, having read the ending, I can understand why he felt compelled to include what feels literally like a tiny slice of the next book.

And then, he brings in 3 new POV characters. As if he didn't have enough already. I understand the need for one of them later in the book, but another one only gets one chapter. I didn't get a chance to feel like it built any continuity with them, and when that happens, they feel unnecessary.

- Not too much actually happens in this novel. It's brutal, but the truth. Oh sure, some characters are left in peril, and others meet unfortunate ends. If you're a fan of this series, you already knew this was going to happen. But Martin spends almost all of those 1000 pages hyping three major conflicts, and where does the book end? Right before we learn what happens in any of them. I've heard stories of how Martin has struggled more and more to wrestle this story of his into prose, and I'm inclined to believe it. I know he's a big time veteran author with his own hit HBO series now, but the fact of the matter is that he needs an editor to help him pace his story if he really desires a return to the quality of his previous books.

Bottom line: Was it worth it? Yes and no.

Yes, because it's more A Song of Ice and Fire, and because this book sets up The Winds of Winter to be one of the most exciting books in the series.

No, because this book feels like nothing but filler and cliffhangers, when it should be able to stand on its own merit.

I can only hope this dip in quality can be rectified in the next book, and even more importantly, that I won't have to wait another 6 years to find out.",3.0,8.0,785,Books
3,Direct Evaluation,...you simply can't beat this deal! GREAT LITTLE TRIPOD! Does,"...you simply can't beat this deal!

GREAT LITTLE TRIPOD!

Does the job perfectly as a lightweight ""back-up"" tripod.

I do have another big, heavy tripod for windy days but plan to carry this one on hiking trails and long distance trips.

Just what I needed.",5.0,5.0,45,Electronics
3,Direct Evaluation,"This series of tomes are the ""one shop"" for all","This series of tomes are the ""one shop"" for all plays an sonnets of William Shakespeare. If you are either studying or enjoying Shakespeare, this is the product to buy!",5.0,4.0,30,Books
3,Direct Evaluation,I am a speech therapist and work in the schools.,I am a speech therapist and work in the schools.  Kids love these stories and it helps to not only learn pronouns (especially for my English learning kiddos who have difficulty differentiating he/she) but there are great vocabulary concepts in here.  Great buy.,5.0,4.0,43,Books
3,Direct Evaluation,"When I was young and sick in bed, a friend","When I was young and sick in bed, a friend of my parents brought me a beautifully illustrated volume of A Child's Garden of Verses.  He pointed out that Robert Louis Stevenson had also been a sickly child.  So I began to read these in bed with a fever and his poetry made so much sense.

The book has remained my favorite.  In the Kindle version I miss the beautiful illustrations by Fern Bissel Peat, but when I read the poems the pictures from the first book just pop into my head.  I still love them.  Having them on my Kindle brings a moment of peace to a Kindle so full of murder mysteries and strange happenings.

I recommend it for adults as well as children.",5.0,7.0,126,Books
3,Direct Evaluation,This is an excellent edition to have in one's library.,"This is an excellent edition to have in one's library. It helps in dealing with some of the translation debates. When some KJOs tell you that the KJV is the only ""perfect"" translation of God's word you can ask them which edition of the KJV they are referring to. If I had a dime for every time I've heard a KJO pastor or lay person hold their bible up and say, ""I have the 1611, God's word, and only the 1611 is God's word..."" I would have a pretty bank account. So few know that the bible they hold aloft is actually a mild revision completed in 1769. Most of them have never laid eyes on an original 1611 and if they did I'm sure they would be shocked to their socks that they could barely read the somewhat challenging 17th century King's English. You can show them this facsimile bible so they can see a picture of the real thing.

There are those KJOs who have argued that the only thing changed between the 1611 and the 1769 is the spelling. When you have a copy of this facsimile bible you will be amazed that they are in error. There are actual word alterations and some punctuation changes.

In Isaiah 14:12, the Lucifer verse, the 1611 had ""?"" at the end of each statement. But Lucifer was not being asked a question, he was having a proverbial statement delivered to him. In 1769, the ""?""s were replaced properly with ""!""s. The word ""shamefacedness"" which now appears in our 1769 KJVs was ""shamefastness"" in the original 1611. It has been fun to compare these kinds of changes while collating the modern KJV with the 1611 facsimile.

I find the font easy to read in this facsimile, although it is small. Seeing the original notes that the KJV translators placed in the margines--those marginal notes that staunch KJO defenders tell you never existed and are ""bad"" and ""misleading""--is most interesting. Also, a copy of the Translators to the Reader letter is found near the front of this facsimile, a must for anyone wanting to know what the original men of the translating committee thought and believed and what their intentions were in doing a ""better"" translation.

Next time your KJO friends tell you he uses the 1611 ask him if you can see it and then show him your 1611 facsimile bible...oh, and ask him if he can pronounce the spelling of the King's English. :)

I wonder if Peter Ruckman uses a facsimile. If not, someone needs to ask him if his Bible translation is ""perfect.""",5.0,18.0,436,Books
3,Direct Evaluation,"I read these books when I was in elementary school,","I read these books when I was in elementary school, and enjoyed them immensely.  The stories are both well written, fascinating, and represent and depict the deep moral values of CS Lewis.  The recent film adaptation of ""Lion, Witch and Wardrobe"" has yet again peaked interest in the stories, so I am zipping through them all over again.

I actually do like the chronological order to the books.  In this set they are presented in the order of the events in the history of ""Narnia"", not the publishing dates.  While I agree that this creates a bit more contrived and linear allegory, it nonetheless also creates a rich backdrop and tapestry for each successive book.

The connections between the ""Magicians Nephew"" and the ""Lion, the Witch and The Wardrobe"" for example bring the stories full circle.  Likewise the events in the ""Horse and His Boy"" actually take place within the ""Lion, The Witch and Wardrobe"" from a chronological perspective.  So, while purists may argue that they are best experienced as published, to the novice this order makes more sense.

Simply put, these stories are classic literature, and enjoyable for all ages. The stories are relatively short and can be fully experienced as a quick escape on a plane flight, and are not too long to be read aloud to your children.

The quality of this set is excellent, and while you can purchase a large single book with all the stories intact for less money, this set is of high quality and should provide enjoyment for the next generation as well. Very highly recommended!!",5.0,6.0,264,Books
3,Direct Evaluation,These are the best earbuds to buy at this price.,"These are the best earbuds to buy at this price. The sound is great and they are not so large as to be too uncomfortable to wear for long periods of time. The in-line volume control is an added bonus. Earbuds that cost 2 to 3 times as much as these don't have that feature. I have a more expensive pair of Sony earbuds that are rated higher in sound quality by ""experts"" but the size of the earbuds is larger and uncomfortable to wear for more than 30 minutes. If you are like me and have smaller ear canals, get these earbuds. If you want the biggest bang for your buck, get these earbuds. Paying [money] for earbuds is stupid if you can't wear them.",5.0,14.0,126,Electronics
3,Direct Evaluation,This is my first time with a film camera. When,"This is my first time with a film camera. When I started needing a camera, they had invented the relatively inexpensive digital camera. But there were things that a digital camera lacks, for one, quality printed photos for sharing with friends and family.
I too got ""suckered"" in by Amazon with this camera being offered in my Gold Box. ;) Got to love that implulse buying. But after having it for a couple of days and getting my first roll of film back, I see that it's a great camera.
The sharpness of close-up shots is really good, and I LOVE the auto-focus feature. It's good for when you're taking pictures of wildlife, and they don't hold their position forever waiting for you to take the picture. I also really like the pop-up flash and auto-light metering. It makes it really nice, not having to think if you have enough light for the picture to turn out right.
All in all, it's been a good camera so far. I recommend it to anyone looking for a beginner SLR 35mm camera. It's easy to use, lightweight, and it takes pretty good pictures.",4.0,4.0,191,Electronics
3,Direct Evaluation,Very good for the price. They are for long range,"Very good for the price. They are for long range use, not close up. These broke when they fell out of my car. I bought and returned two other binoculars and ordered another pair of these and am satisfied. I use them for bird photography to ID/observe birds that are at a distance.",5.0,2.0,53,Electronics
4,Specific Identification,"I purchased this DVD player in June 2000. In August,","I purchased this DVD player in June 2000. In August, it started skipping  and freezing discs out of the blue. It also started acting very strangly on  just about any disc that had extra features (which covers about 99% of all  DVDs). I had it cleaned, and checked out by a local electronics store, but  they could find no problem with it and suggested I return it or purchase a  better one. I've noticed that it skips more often about an hour into  watching a movie. The player is usually pretty hot at this point, even if  placed in a well open space. If I turn it off for an hour or two, and let  it cool off, the skipping would stop - until the next time it got too hot.  This is just not acceptable.
Samsung was my first DVD player, and I'm not  happy with it at all anymore. I got it because of the low price, but I  guess that old saying of ""you get what you pay for"" is true.  Buyer beware on this one. I suggest spending a few extra bucks, and going  with another brand. It'll save you the frustration of wanting to throw the  thing out the window when it starts freezing and skipping in the middle of  a movie you're enjoying very much.",1.0,13.0,221,Electronics
4,Specific Identification,Search the Seagate community forum on this one. It will,"Search the Seagate community forum on this one.  It will simply disappear from your BIOS at ramdom intervals and give you the blue screen of death.  I fixed all my PC problems by replacing this drive.
  Don't waste your time and money on this one.",1.0,2.0,45,Electronics
4,Specific Identification,"I bought a belkin router, and it kept disconnecting me","I bought a belkin router, and it kept disconnecting me every few hours.  I returned it to get this linksys rounter.
It is very easy.  Plug in the power, cable modem line, and line to the computers and your set.  This also gives a lot of options that admins might like, such as denial of internet access to ceratin accounts.
I also like it because it is slim, and fits right in my computer table.  The lights are logical, and i do not notice a loss in performance with other computers online.
This also comes with a built-in firewall that prevents most attacks.  The firewall also does not interfear with anything, so its a added bonus.
~hope this helps",5.0,3.0,119,Electronics
4,Specific Identification,"First of all, this product charges my Garmin 1450 very","First of all, this product charges my Garmin 1450 very slowly. I had it plugged in using this device for 3 hours and it still was not fully charged. You may as well use the blackberry cell cord to charge; it also takes this long to charge the device. The car charger will charge the 1450 fully in about 1 hour. Waste of my money.",1.0,7.0,65,Electronics
4,Specific Identification,How'd I ever miss this one? Hell at the Breech,"How'd I ever miss this one?

Hell at the Breech is the best book I've read in a while. The believable tale of a county sheriff who gets ground up between the abrasive forces of two opposing factions. Billy Waite, the sheriff, has honest compassion for each side. A case of an accidental death masquerading as a murder. Events just get out of hand.

Has the flavor of the times down pretty darn good. I had feelings for just about everyone represented in the novel, except for the cowboy wannabe. He performed nothing but bad deeds. I'm talking about dire. Franklin handled the lingo right smartly.

If I have anything to bitch about in this novel is that Franklin for some reason decided to give it the smell and flavor of a Western. In Alabama? Why? Other than that, the novel was great.

A Faulkner feed on a high school diet. Good 'nuff fer me.

Not enough stars in the skies for this one.

Extra-special read.",5.0,3.0,166,Books
4,Specific Identification,I've been using the eTrex for about 2 months. All,"I've been using the eTrex for about 2 months.  All GPS functions work marvelously.  However, the PC cable is a 9 pin female serial connector.  I haven't had a computer with this kind of connector for over 7 years.  Since I wanted to download my datapoints to a navigation program, I bought a ""Serial to USB"" connector from Radio Shack for $40.  After installing the connector's software, my laptop recognized the connector cable, but not the eTrex connected to it.  Best bet is probably to go with the Garmin cable for $60.  Which is outrageously priced.  Why they can't catch up with the real world of USB connectors is a mystery.  For handheld navigation though, it excels.",4.0,10.0,117,Electronics
4,Specific Identification,"I've been using Case Logic ""wallets"" to store my films","I've been using Case Logic ""wallets"" to store my films for several years now and am very pleased.  While it is true that the system that holds the pages can be a pain when you need to re-arrange your CDs or DVDs, it is in every other way a huge improvement over the typical 3-ring binder.  These pages WILL stay in place and never tear, come hell or high water.

I have five 336-disc cases and three of the 216-disc cases (and three 3-ring binders which I am replacing- I really dislike them).  It's a tough call deciding which size wallet to choose, assuming you need the storage; it's difficult to turn down the extra space as they sell for about the same price.  This is a significant cost difference, as two of the larger cases hold more discs total than three of the smaller ones. But the larger one is a bit cumbersome and awkward and it can be difficult to get started opening the zipper.  The 216-disc case is clearly easier to open, close, carry, and work with.

But both are excellent products.  They show no wear and tear after years, and there is no other system that can safely pack more films into so little space.  If my cases were full, I would have over 2300 DVDs on 40 inches of shelf space- that's more than 50 DVDs per inch!!  [NOTE: These numbers assume that you are not using up space in the case for cover art or any of the material that accompanies store-bought music or films.]

UPDATE: September 3, 2012- I can't believe almost five years have passed since writing this review! But I wanted people to know that five years on, the cases are in exactly the condition they were when I bought them.  Definitely a great product!",4.0,5.0,304,Electronics
4,Specific Identification,The Hardenbergs had limited means. The Seven Years War was,"The Hardenbergs had limited means.  The Seven Years War was expensive.  In 1788, when Fritz was nearly seventeen, Bernhard was born.  Erasmus was fourteen.  The father was the director of the salt mines.

In 1790 Fritz matriculated at the University of Jena.  On the first morning he attended a lecture by Fichte on Kant.  Fichte was the son of a linen weaver.  Fritz's history teacher was Professor Schiller.  In 1791 Fritz went to Leipzig.  After Leipzig and Wittenberg, Fritz was to be a trainee-clerk at the salt mines.  Fritz thought he could not endure life as a copying clerk.

Fritz wrote to Erasmus at the school of forestry.  He had fallen in love with a twelve year old girl, Sophie.  He had to go home for Christmas because Bernhard wanted to see him.  On his way home he was marooned in a snow storm.  He obtained permission to exchange letters with Sophie.  Sophie von Kuhn was being painted by a miniaturist.  Before starting work, Fritz went to see Caroline Schlegel and his other friends at Jena.

Sophie had a pain on her side.  She had tuberculosis of the hip.  At Weissenfels the Hardenbergs had a party.  Sophie and her father arrived.  Sophie had three operations.  Fritz's father was so moved by the physical suffering of Sophie that he gave her, illegally, a family property.  Sophie died two days after her fifteenth birthday.

Afterwards, Fritz wrote under an old family name, Novalis.",5.0,7.0,241,Books
4,Specific Identification,"Luckily for me, this is the first Madeleine Brent book","Luckily for me, this is the first Madeleine Brent book I read and also the first one that he/she wrote.

It got me hooked on his/her writing. Of course after you have read the next few books, you see that there is a definite pattern to his/her work. A heroine who is alone, friendless but with lots of spirit who manages to prevail over great adversity.

Part of the joy of reading a brent are the exotic locales although this book is set primarly in Britain. A unique writer who is head and shoulders above the rest.",5.0,6.0,97,Books
4,Specific Identification,That's what this book makes me think of. Edna St,"That's what this book makes me think of.  Edna St Vincent Millay wrote life is not one damn thing after another, it's the same damn thing over and over again. As for Perry Mason he was fond of objecting ""incompetent, irrelevant, & immaterial.  I think that pretty much sums up this book.  Unless of course you want to drag in JK Rowling who after her third book either fired her editor, or thought she was being paid by the word.  I see a distinct similarity.  Perhaps they both caught their hubris from Oedipus.",2.0,2.0,93,Books
5,Affective Stance,We got this to load up our DVD's into instead,"We got this to load up our DVD's into instead of trying to keep all the plactic cases organized in some kind of tower/shelving unit.  The main reason we did this was because our kids loved dispersing the dvd cases all over the room whenever they could.  We found that the dvd's fit easily into the sleeves, and that the case easly fit all the discs at full capacity.  We have noticed that the thing gets quite heavy when it's fully loaded, so it's not something you would want to put somewhere hard to get to, or where you might need to pull/access it from an awkward angle.  We also were a bit nervous getting rid of all our plastic dvd cases, but once we took the plunge, we haven't looked back.  We never referred to the chapter listings they provide in the case, and now, as soon as we buy a dvd, we immediately just remove the disc(s), place them in their new home - the nice case, and trash the rest of the packaging.  If more than half full, you really can't stand the case up on any of its edges without some kind of support, as the weight will work towards bending the sides of it and eventually making it collapse.  The kids have climbed all over it and it hasn't torn or become unfunctional, however the front and back have gotten creased from the kids playing with it/using it as a seat.  One thing to note, it that the inside cover disc holders, the ""quick access"" ones, start off very tight and makes it fairly difficult to remove if you slide the discs all the way down inside each space.  I am sure they would stretch with some time and use, but we never put many discs in them and they have remained a fairly tight fit.  All in all, a good case, and better than the DVD specivic case which has a spot for the cover art/chapters.  Who starts a movie in the middle and needs to refer to those instead of the on-screen chapter listing anyway?  We just opted for the regular CD/DVD pages and it has worked great for us!",4.0,2.0,367,Electronics
5,Affective Stance,I couldn't be happier with my Pentax 50mm lens and,I couldn't be happier with my Pentax 50mm lens and the proof is in the photos. It's worth every cent.,5.0,10.0,20,Electronics
5,Affective Stance,I was excited to begin my first Agatha Christie book,"I was excited to begin my first Agatha Christie book after hearing so much about her.  My 1973 hardback was picked up at a book sale.  I'm so glad that I read some reviews here to find that this is not representative of her work.  The plot has a resemblance to the TV show ""Cold Case"" in that it tries to figure out a crime from the past.  However, unlike the TV show, there are no flashbacks; so the past remains removed from the reader.  For each clue and discovery that either Tuppence or Tommy make, they seem to communicate it very imprecisely to the other, exactly the opposite of what I would think would make good detective work.  I kept hoping that the ending of the book would tie it together.  Although there was somewhat of an explanation about who the criminals were in the past and in the present, none of it was particularly clear or interesting.  Hannibal the dog was fun.  I think I will try to find an earlier work of hers, but my recommendation on this book is to pass.  Taxi!",1.0,2.0,186,Books
5,Affective Stance,I am not sure if Martin has simply lost interest,"I am not sure if Martin has simply lost interest in this project, has become distracted, or simply been overwhelmed...Or if editors have helped or hindered him. Though, I think it is telling that one of his editors admits he's left a book's worth of material on the cutting room floor.

The book somehow manages to feel both too meandering and too rushed at the same time. And I can't help but feel that some of his experience in writing scripts for the HBO series has rubbed off on how he writes the books. In fact, I'm certain of it.

If so, we're all the poorer for it.

I can't imagine events being wrapped up in two books, given what he chose to spend so much time on in this one...and we'll have to wait ten years to find out.

Martin was probably a bit too cruelly gratuitous in his cliffhangers. Reading this book might be a much different experience as part of a completed series, but taken alone, is painful, and not as re-readable as the first 3 books.",2.0,29.0,180,Books
5,Affective Stance,Very good lens for your DSLR if you don't want,Very good lens for your DSLR if you don't want to pay a lot of money for a Telephoto Lens.,5.0,2.0,20,Electronics
5,Affective Stance,I much prefer Sci-fi to fairy tales and downloaded this,"I much prefer Sci-fi to fairy tales and downloaded this to see if the kids would like it. THis book was written over 100 years ago but it is very understandable and engaging. I was very pleasantly surprised and unable to stop reading until I had finished the book. Although there are some aspects of fairy tales, the books characters and plot feel original.

Young Princess Irene is a typical little girl, very curious and precocious with a big heart, although being a princess, she does not lie and is well-behaved. She makes friends with a miner boy who saves her from the goblins when she accidently stays out too late, but can he save her from their plot to kidnap her?

After reading this, I am surprised that I had never before heard of George MacDonald. I will be reading more of his works.",5.0,10.0,145,Books
5,Affective Stance,I purchased this to listen to podcasts off my BlackBerry,"I purchased this to listen to podcasts off my BlackBerry Curve 8330 (Sprint).  I have found that the sound quality varies from podcast to podcast due to the level of compression used.  Generally I turn my BlackBerry up to full volume and almost do the same in my car stereo.  The sound quality is ok - it is a cassette after all.  The cord is not very thick so you need to be careful not to snap it or pull on it roughly.  I might try another adapter to see if there is any difference in sound quality.

Also, the Dolby noise reduction is a must, otherwise you will get a lot of hissing.  I would say overall the purchase was positive, perhaps my expectations were a bit too high.",3.0,2.0,130,Electronics
5,Affective Stance,So of course it thrills my heart that my two,"So of course it thrills my heart that my two nieces (2.5 and 5) like it too.

This book is really an early reader, it's not *intended* for children under that age, though of course it can function as a read-aloud for little-little ones. (Not always - my younger niece won't always sit through this one, it's a bit long!)

There are two running plots in the book, one about hats, and one about where the dogs are all ultimately going; these two plots meet marvelously at the end of the book. (For *months*, I couldn't go a day without having to re-enact ""Do you like my hat? I do, I like that hat, what a party hat!"" with the older niece!)

Most of the book, however, is caught up with just basic vocabulary words, mostly about dogs - ""One dog going in, three dogs going out"" or ""The sun is up, the sun is yellow, the yellow sun is over the house"".

This can be a little tedious, but I the kids don't seem to think so - even at their fidgiest, they want me to say every word.",4.0,3.0,190,Books
5,Affective Stance,Victoria Holt was one of my favorite authors when I,"Victoria Holt was one of my favorite authors when I was younger. A master storyteller, she would consistently weave a story that would have the reader turning the pages. This work of historical fiction is one of her best. Riveting from beginning to end, this fictional autobiographical account of the life of Marie Antoinette is superb. Written in the first person, with little dialogue, it is the rumination of a life that was to end tragically. Pampered, spoiled, and fun loving, the beautiful Maria Antonia of Austria metamorphosed into Marie Antoinette of France upon her marriage to the Dauphin, who would eventually become King of France, the ineffectual, but benign, Louis XVI.

This is her story, grounded in historical fact and set within the framework of history. This work of fiction about the life of Marie Antoinette, as seen through her own eyes, is fascinating, as it captures the flavor of those uncertain times and the events that led to the French Revolution and the end of the monarchy in France. It is a reflection on how Marie Antoinette's own behavior influenced the fate of France. Indulging in the excesses of the day, she initially gave little thought as to how her actions might affect the people of France or the monarchy. By the time she realized that her actions and excesses had wide spread political ramifications, it was too late, and the fate of her and her husband was sealed. No amount of personal regret could change it.

This book will be enjoyed by those who enjoy good, well written historical fiction. It is little wonder that this book spent two months on the New York Times Best Seller List. It is simply historical fiction at its best.",5.0,2.0,289,Books
5,Affective Stance,Roget's Thesaurus is for anyone who is serious about writing.,Roget's Thesaurus is for anyone who is serious about writing. It is a perfect addition to one's home reference library.,5.0,2.0,20,Books
6,Contextual Framing,The only problem I have with this is that it,The only problem I have with this is that it reads too much like a soap opera script instead of a real story.,4.0,2.0,23,Books
6,Contextual Framing,Lord Fouls Bane is the start of a true classic,"Lord Fouls Bane is the start of a true classic fantasy series. Oh yeah, it's not for everybody.
I read this series when it was first released, after I finished ""Lord of the Rings"" for the 3rd time.  Anyway, I was expecting another LOTR type of story, but what I got was something completely different, very mature and very visceral. There aren't any pretty elves, funny dwarves or omniscient wizards, there are just people and strange beings with very strange abilities, trying to cope with tragedy and pure evil. The main character is an emotional cripple who also happens to be physically crippled by leprosy.  He can't accept his situation and his role, because to do so risks the progression of his disease.

For many people, getting through the first book is not easy, it requires patience and acceptance of the main character (something that is also required of the characters in this story).  Donaldson knows how to ratchet up the suspense and horror in a situation. The bad guys are brutal, vicious and believe in causing unbelievable pain to a person's soul -- there are some unforgettable chapters in this series that will stay with you forever. This fantasy series was ahead of its time when it came out in the late 70s and once you read it you will see how other authors have been influenced by it.

The payoff is in the next two books The Illearth War and the Power That Preserves. The main character's actions in the first book have repercussions in the next two books. I've read the series a few times and always looked at the first book as a necessary evil to get to the next two books.

It's a story about tragedy and redemption--Donaldson believes that people can change.",5.0,5.0,298,Books
6,Contextual Framing,This is a well made bag which can carry most,"This is a well made bag which can carry most all of your camera needs.  I found it works well to carry on my camera on airplane trips.  I can pack 3 lenses and a slr camera body.  Room for accessories and a way to strap on a small tripod makes this a good bag for hiking.

Well worth the cost for the value.",4.0,2.0,64,Electronics
6,Contextual Framing,That Hollywood hasn't scratched the surface of the depth of,"That Hollywood hasn't scratched the surface of the depth of Dracula's evil is a true testament to the stridence of this piece of great literature. Stoker's novel paints a much more brutal and erudite picture of Dracula than the movies have ever managed. Perhaps because, for some lowbrow pop culture reason, vampires are regarded as vessels of fashion first, at the expense of their potential menace and depth. We're more likely to see washboard stomachs and deep tans than we are to see anything resembling the eerily esoteric Count. Perhaps Stoker's character is simply too mysterious to be duplicated on screen, or perhaps Hollywood is too illiterate, or both.

For the uninitiated, the novel's surmounting terror lurches forward in the past tense, as told through correspondence. Steven King and William Peter Blatty have undoubtedly drawn much inspiration from this, as implied horror is most often the most horrifying of all. Readers might find some other stories more frightening, but they'd be hard-pressed to find anything more genuinely creepy. Dracula's evil might surprise even fans of the film genre. Don't expect to be comforted by pretty boys in Gucci.",5.0,3.0,188,Books
6,Contextual Framing,You can see other positive reviews of the etrex Legend,"You can see other positive reviews of the etrex Legend here, so I won't rehash them. The short story is that the Legend is a pretty decent GPS unit that works pretty well.
The base map included in the Legend only shows major highways and major streets. This is similar to the maps you get from a car rental agency. It's perfectly fine for doing rough navigation from city to city. At first, I tried using Rand McNally's StreetFinder and TripMaker Deluxe on my laptop with the Legend. The setup worked, but having to deal with the serial cable and using a laptop in the car was not very practical.
After I've had my Legend a while, I had a chance to borrow and use a Vista. The owner of the Vista upgraded it with detailed street-detail maps from Garmin's MapSource ""Metroguide USA"" CD .... The detailed street map is a really nice feature -- especially because you can look up addresses. Having such a detailed map in a small portable device is a delight! I decided to get the Metroguide for myself.
From my usage comparison, I found two things missing in the Legend compared to the top-end etrex Vista.
First, the Legend has only 8 MB of expansion memory instead of the 24 MB in the Vista. This turns out to be a big issue for me, as I would like to have a complete metro guide of the greater Los Angeles area. With 8 MB, I could only fit 6 of the 18 MetroGuide map sets that I would have liked. This means, I am missing coverage of a large section stretching roughly from Compton to Long Beach to Lynwood to Cerritos to Irvine that I would have wanted. In contrast, the Vista held all of greater Los Angeles area, plus some San Francisco, San Diego, and Las Vegas.
Second, the Vista has sensors for barometric altitude and magnetic compass heading. The Legend estimates altitude via GPS, and calculated heading based on your travel speed vector. If you are a trail-hiker, these sensors improve your navigation.
Used as-is from the factory (i.e., only the American basemaps), the Legend is perfectly fine, and I was quite happy with it.
I could live without the Vista's sensors;
But, having hit the 8 MB memory limit (trying to load Los Angeles), I would definitely go with the Vista now.
The Metroguide maps sizes of other cities may or may not be an issue for you. Go to the Garmin website and use their MapSourec Map Viewer and count the number of ""yellow squares"" you'll need to cover you area of interest. Each square roughly represents between 500K to 1.5 MB of data (with the smaller, ""dense"" squares being toward the 1 MB to 1.5MB size). You'll find that most of the big cities will have enough squares to easily exceed the 8 MB of the Legend.",4.0,468.0,486,Electronics
6,Contextual Framing,This book was given to me by a friend who,"This book was given to me by a friend who thought I might enjoy it.  She was right, though this book isn't exactly what I was expecting.  The author uses the framework of a visit by the Virgin Mary to explore a number of historical and philosophical themes.  How are truth, fact and story related, and how do they impact what we think of as history?  What is the role of doubt in faith?  How is our image of ourselves based on how we view our life story?  These are just some of the themes the narrator reflects on.  In addition, this book describes the stories of many of the Marian appearences, together with the stories of many saints where Mary plays a role.  Overall, this book serves as a collection of interesting stories while providing a great deal of material for further reflection and thought.",4.0,5.0,146,Books
6,Contextual Framing,I'm very surprised that this book is no longer in,"I'm very surprised that this book is no longer in print.  I thought every scrap of paper that Christie might have scribbled a few lines on is in print somewhere.  I suppose you could view these short stories about Mr. Quinn as a failure, because Christie stopped writing them early on.  I found them quite interesting, though, with their mysteries tinged with supernatural overtones.  If you can track down a copy, any Christie fan will not be disappointed.",4.0,2.0,78,Books
6,Contextual Framing,this really wasn't that bad.advise to george:finish the series.you're not,this really wasn't that bad.advise to george:finish the series.you're not young.you're going to die before you finish this series.you might want to get in touch brandon sanderson.,1.0,9.0,27,Books
6,Contextual Framing,The glossy covers have started gatting small white spots all,"The glossy covers have started gatting small white spots all over the pictures, and I have only used it for no more than 6 Month. BAD QUALITY, don't buy!!!",1.0,7.0,29,Electronics
6,Contextual Framing,I had been sitting on the fence about getting an,"I had been sitting on the fence about getting an optical mouse for quite some time. It is really hard to justify buying a $70 mouse; specially when there are so many models available.
I had been trying different models for several months and have to admit that this one not only feels right due to the ergonomic shape for right-hand use, it is well built.
Some other features I like is that it has 800 DPI (dots per inch) resolution, which makes it very acurate.
The short setup instructions are a must read, specially to have the wireless base detect the mouse. Luckily they are straight forward and easy (although small print) to read.
I have not yet tested this mouse for gaming but so far the response time is very fast (under Win2K using the USB port.) The instructions also point out that it works best on light matte surfaces, which might explain the complaints from other reviewers; it works just fine on printed fabric also.
Another feature I like is the third button close to the base. (the desk.) This makes it easier to grab the mouse without having to be overly cautions about clicking extra buttons like some models from the competition.
Highly recommended!",5.0,9.0,208,Electronics
7,Terse Evaluation,Well edited and well brought out on high quality paper.,"Well edited and well brought out on high quality paper.
However, when you consider buying a complete Shakespeare, think whether you want one with explanatory footnotes or not. If you do, buy the Norton or Pelican edition. If you want the bare text, buy the Oxford or Arden, which have a brief lexicon in back.",4.0,3.0,55,Books
7,Terse Evaluation,"As You Like It boasts one of Shakespeare's most vivid,","As You Like It boasts one of Shakespeare's most vivid, romantic, and just plain fun heroines, Rosalind.  She breaks all the rules and then makes up her own; she fools her true love into wooing her while he is absolutely  unaware of who she is.
Then there's Jaques.  Melancholy, cynical, yet  hysterical in his own way; pay special attention to his ""All the  world's a stage"" speech at the end of Act III.  And don't forget  Touchstone, the fool...
I don't want to give the plot away.  There are so  many surprises, so many unexpected twists-- this is one of Shakespeare's  more complicated (if not deeper) plays.  If at all possible, try to see at  least one performance of it.  The one I most recently saw had the entire  audience in stitches from the first act to the final, multiple weddings and  all.",5.0,2.0,143,Books
