reviewerID,asin,domain,open_10w,cluster,cluster_name,manual_label,confidence
A3D9P631SSATMI,B00004Z7KX,Electronics,I've been using a tri-star headset at home for several,6,Contextual Framing,Contextual Framing,High
A231WM2Z2JL0U3,B00000K4KH,Electronics,It does just what it says it'll do: if your,5,Affective Stance,Evaluative Positioning,High
A1E99ZE43479OW,B000053HC5,Electronics,Got this lens today... It is amazing...! I used to,3,Direct Evaluation,Acquisition Narrative,High
A14VMJEA22VY1A,B00004TX6Z,Electronics,"I couldn't use it (D80 + 18-200mm VR), but it's",7,Terse Evaluation,Specific Identification,High
A2QNN4KCJ7KV6,B00004SY4H,Electronics,I've been shopping for some new headphones now for nearly,6,Contextual Framing,Contextual Framing,High
A11LD767I0A5DK,B000053HH5,Electronics,"I debated this, or the 2.8 IS. I settled on",0,Product Reference,Evaluative Positioning,High
AP3V63JVKLEO5,B00004YBVE,Electronics,I have more than 50 years experience with professional quality,5,Affective Stance,Contextual Framing,High
A4G4AWDVJ8XCJ,B00001W0D4,Electronics,I have had these headphones for over a year and,6,Contextual Framing,Contextual Framing,High
A2TFM9KFBP50H3,B000056PYW,Electronics,I have been experimenting with several handsfree devices in the,5,Affective Stance,Contextual Framing,High
A32SE19753YIL4,B00004Z8BC,Electronics,"We go through UPS batteries relatively quickly, with some pretty",4,Specific Identification,Contextual Framing,High
A3I5DMPYB3NI07,B00004VXNF,Electronics,"I bought for my shop, ended up putting in my",5,Affective Stance,Acquisition Narrative,High
A37PV5GMP2ILJC,1444700650,Electronics,When his stellar career as a police negotiator went down,1,Acquisition Narrative,Contextual Framing,High
A2AEG2K27AHN95,B00001P4XH,Electronics,I purchased this to hook up to my headphones that,5,Affective Stance,Acquisition Narrative,High
A1F5QFVTYIGC07,B00004ZCAT,Electronics,I have wanted one of these filters ever since I,6,Contextual Framing,Affective Stance,High
ASB4QQBKZD6W2,B00000J4C9,Electronics,I too was a little skeptical about purchasing this unit,6,Contextual Framing,Evaluative Positioning,High
A2STLT852H9K75,B00005AT7Y,Electronics,I have purchased several Logitech mice as replacements for the,5,Affective Stance,Acquisition Narrative,High
ASKIOY4L3T5GF,B00002EQC2,Electronics,Beautifully detailed Mallard Duck and a life-like size with good,0,Product Reference,Direct Evaluation,High
A2VZHT3WH73GTB,B00005ATZN,Electronics,"I bought this because I wanted a compact, fit-in-your-pocket camera,",0,Product Reference,Acquisition Narrative,High
A12EPLIQ9BBXIZ,B00004SABJ,Electronics,This an otherwise excellent binocular and I have the 16x50,1,Acquisition Narrative,Product Reference,Medium
A189WZVG2YYL69,B00002EQCW,Electronics,Pro Safe? Lifetime? I had this longer than a year.,0,Product Reference,Terse Evaluation,High
A1NTJYICMJZMET,B00001WRSJ,Electronics,STILL the best sounding headphones for the price! First time,0,Product Reference,Direct Evaluation,High
A2PN0648LOA0U2,B000056KYO,Electronics,"these must be old, very old unused tapes. On 2",7,Terse Evaluation,Terse Evaluation,High
A24D6SQWLJ99DD,B000053HC5,Electronics,Purchased this lens as a alternative to the 70-200 f2.8,0,Product Reference,Acquisition Narrative,High
AHRCTEFOQ2OLJ,B00004WCGF,Electronics,I thought this was a good size for the T3i,6,Contextual Framing,Direct Evaluation,Medium
A2ZLSOA4XP6A9Z,B00004VX39,Electronics,"Since I use my Garmin when hiking, exclusively, having the",7,Terse Evaluation,Contextual Framing,High
AVPPB0QZGOVUF,B00000J061,Electronics,I was thinking about a radio for a while. The,3,Direct Evaluation,Affective Stance,High
A1M2YYD849IH4W,B00004ZCAT,Electronics,I had experienced with some other filters in the past,6,Contextual Framing,Contextual Framing,High
A32KZ9IP56B42V,B000053HBB,Electronics,Great value. This lens is a great alternative to the,3,Direct Evaluation,Direct Evaluation,High
A2HDTOF8222KN3,B00004TWLZ,Electronics,"If you still like taking pictures with a 35mm camera,",0,Product Reference,Evaluative Positioning,High
A2B0HYERQR96HI,B00004THDC,Electronics,"If you've never experienced image stabilization, you owe it to",5,Affective Stance,Evaluative Positioning,High
A29M11KZGBXC4V,B00005AC8W,Electronics,"I've owned this card for about 3 months now, using",3,Direct Evaluation,Contextual Framing,High
A370ZOS3HOG1JH,B000023VW2,Electronics,I have two Eton (Grundig) radios. Both the S350DL and,4,Specific Identification,Specific Identification,High
A2WLNWVFDJU70Q,B00004SYO5,Electronics,I'm not sure why but this switch is much faster,6,Contextual Framing,Evaluative Positioning,High
AULAFZN0HMQG0,B00001P4XA,Electronics,"Good sound isolation, too much bass for realistic sound, might",7,Terse Evaluation,Terse Evaluation,High
